Name,Genes (tot),Stat (dist.dir.up),p (dist.dir.up),p adj (dist.dir.up),Stat (dist.dir.dn),p (dist.dir.dn),p adj (dist.dir.dn),Stat (non-dir.),p (non-dir.),p adj (non-dir.),Genes (up),Stat (mix.dir.up),p (mix.dir.up),p adj (mix.dir.up),Genes (down),Stat (mix.dir.dn),p (mix.dir.dn),p adj (mix.dir.dn)
map04112,15,-1.0465,0.74081,1,1.0465,0.25919,0.55637,0.23789,0.52286,1,5,0.65094,0.44406,1,10,-0.16893,0.50704,1
map03018,62,-3.2067,0.98899,1,3.2067,0.011013,0.2822,-0.54632,0.83697,1,8,2.1613,0.067468,1,54,-1.4173,0.85052,1
map04922,18,-0.57074,0.59908,1,0.57074,0.40092,0.61828,-1.3906,0.94442,1,6,-0.15078,0.77356,1,12,-1.5965,0.90064,1
map00510,29,-2.2765,0.96466,1,2.2765,0.03534,0.48889,-2.4743,0.99585,1,2,-0.54023,0.80322,1,27,-2.4172,0.96539,1
map05150,6,-0.64948,0.64118,1,0.64948,0.35882,0.59834,-0.95355,0.85057,1,1,-0.078861,0.60714,1,5,-1.0093,0.78352,1
map05161,8,-1.5406,0.87371,1,1.5406,0.12629,0.48889,-0.74519,0.80035,1,0,NA,NA,NA,8,-0.74519,0.70644,1
map03022,32,-2.0245,0.89536,1,2.0245,0.10464,0.48889,-2.4931,0.99669,1,3,0.056851,0.61496,1,29,-2.6372,0.97118,1
map05168,12,-1.5061,0.85384,1,1.5061,0.14616,0.48889,-0.7314,0.82138,1,1,0.44354,0.40721,1,11,-0.89766,0.76565,1
map04024,8,-1.1746,0.79339,1,1.1746,0.20661,0.51276,-1.168,0.8873,1,1,-0.63979,0.7927,1,7,-1.0068,0.74787,1
map02024,92,0.11098,0.22891,1,-0.11098,0.77109,0.91607,1.6269,0.25944,1,40,3.0044,0.057048,1,52,-0.47115,0.59105,1
map04392,6,-0.70201,0.65821,1,0.70201,0.34179,0.5888,-0.62289,0.77054,1,1,0.33786,0.44739,1,5,-0.83343,0.74166,1
map00100,16,-0.78813,0.63188,1,0.78813,0.36812,0.59845,-3.0186,0.99721,1,2,-0.31453,0.72966,1,14,-3.1082,0.99522,1
map00261,11,-0.4444,0.54416,1,0.4444,0.45584,0.66551,-1.4162,0.94067,1,5,-1.1703,0.95934,1,6,-0.84928,0.74876,1
map04730,5,-0.79778,0.70687,1,0.79778,0.29313,0.57504,0.33596,0.44512,1,1,0.56186,0.36336,1,4,0.094684,0.45119,1
map05017,49,-2.0697,0.90946,1,2.0697,0.090542,0.48889,-2.8271,0.9986,1,6,0.47039,0.53822,1,43,-3.1937,0.9946,1
map00513,28,-1.6127,0.84559,1,1.6127,0.15441,0.48889,-3.0138,0.99894,1,3,-0.42915,0.78617,1,25,-3.0408,0.9931,1
map04723,16,-0.92119,0.67271,1,0.92119,0.32729,0.57839,-2.5795,0.9918,1,5,-2.1328,0.99692,1,11,-1.673,0.90973,1
map00525,2,-0.9595,0.74412,1,0.9595,0.25588,0.55637,1.6583,0.095538,0.97927,1,0.35433,0.44108,1,1,1.9909,0.049865,0.59687
map00363,1,-0.16377,0.51527,1,0.16377,0.48473,0.67766,-1.126,0.86404,1,0,NA,NA,NA,1,-1.126,0.84032,1
map00997,4,1.1932,0.11415,1,-1.1932,0.88585,0.96853,-0.42415,0.7334,1,3,0.38321,0.48242,1,1,-1.512,0.90708,1
map04391,8,-0.76512,0.67498,1,0.76512,0.32502,0.57711,-0.99298,0.85529,1,1,0.56186,0.36336,1,7,-1.2739,0.8082,1
map00405,6,-1.2942,0.82269,1,1.2942,0.17731,0.48889,-1.182,0.89343,1,0,NA,NA,NA,6,-1.182,0.82672,1
map02030,25,-6.7192,1,1,6.7192,6.49E-08,1.33E-05,7.6601,1.34E-10,2.74E-08,9,0.27443,0.67975,1,16,9.3692,4.15E-14,8.20E-12
map00400,48,-2.2135,0.92549,1,2.2135,0.074506,0.48889,1.038,0.35835,1,18,0.28768,0.75092,1,30,1.0901,0.15875,1
map04530,21,-1.4422,0.82706,1,1.4422,0.17294,0.48889,-1.5506,0.95997,1,2,0.80556,0.27885,1,19,-1.8915,0.93248,1
map03410,30,-2.7326,0.97548,1,2.7326,0.024519,0.48889,1.3329,0.22546,1,8,0.19547,0.68242,1,22,1.4387,0.12309,0.97242
map05226,6,-0.58501,0.6199,1,0.58501,0.3801,0.60639,-1.2547,0.905,1,1,0.28795,0.46659,1,5,-1.5032,0.87802,1
map00140,3,-0.087798,0.50321,1,0.087798,0.49679,0.6835,-0.57979,0.72251,1,1,0.0063277,0.57505,1,2,-0.71457,0.68807,1
map04330,3,-0.33093,0.58667,1,0.33093,0.41333,0.63234,-1.9249,0.96603,1,0,NA,NA,NA,3,-1.9249,0.9408,1
map00760,38,0.67365,0.14717,1,-0.67365,0.85283,0.96061,0.16307,0.64194,1,20,0.67506,0.66791,1,18,-0.47464,0.61006,1
map00340,28,-1.3662,0.78711,1,1.3662,0.21289,0.51922,1.0144,0.29848,1,11,0.38609,0.6833,1,17,0.99126,0.17671,1
map01040,11,0.24336,0.30257,1,-0.24336,0.69743,0.85613,-0.88894,0.86047,1,4,0.53636,0.4794,1,7,-1.5198,0.85511,1
map04929,3,-1.2596,0.84723,1,1.2596,0.15277,0.48889,0.11645,0.48044,1,0,NA,NA,NA,3,0.11645,0.45738,1
map05135,16,-0.81153,0.63918,1,0.81153,0.36082,0.59834,-2.3414,0.98603,1,3,-0.62633,0.84048,1,13,-2.2966,0.95986,1
map04144,58,-2.3815,0.93532,1,2.3815,0.064681,0.48889,-3.8544,0.99998,1,6,-0.047844,0.73961,1,52,-4.0544,0.99942,1
map04934,7,-0.76489,0.68969,1,0.76489,0.31031,0.57711,-0.60548,0.75496,1,2,-0.55668,0.80806,1,5,-0.36434,0.6128,1
map05221,3,-1.0941,0.81086,1,1.0941,0.18914,0.49393,-0.15214,0.57832,1,0,NA,NA,NA,3,-0.15214,0.5448,1
map05200,27,-1.0806,0.72152,1,1.0806,0.27848,0.56245,-2.5317,0.99532,1,5,0.10571,0.66396,1,22,-2.8551,0.99056,1
map03040,63,-2.2785,0.91872,1,2.2785,0.081279,0.48889,-3.389,0.99979,1,9,-0.070702,0.79968,1,54,-3.6316,0.99804,1
map05145,4,-0.95921,0.74388,1,0.95921,0.25612,0.55637,-0.80818,0.83419,1,0,NA,NA,NA,4,-0.80818,0.73026,1
map00450,20,-1.3759,0.82913,1,1.3759,0.17087,0.48889,0.88094,0.31873,1,9,-0.60926,0.92267,1,11,1.739,0.086137,0.77626
map05165,30,-1.8474,0.88171,1,1.8474,0.11829,0.48889,-2.0251,0.98785,1,4,-0.18438,0.75464,1,26,-2.103,0.95374,1
map04620,2,-0.45907,0.58208,1,0.45907,0.41792,0.63448,-1.0338,0.82866,1,0,NA,NA,NA,2,-1.0338,0.77292,1
map04110,49,-2.4081,0.94937,1,2.4081,0.050625,0.48889,-3.5437,0.99985,1,6,-0.5217,0.87318,1,43,-3.588,0.99804,1
map03320,8,-1.4372,0.85361,1,1.4372,0.14639,0.48889,-0.65905,0.77864,1,2,-1.0987,0.92653,1,6,-0.1267,0.53294,1
map00590,5,0.89195,0.18275,1,-0.89195,0.81725,0.94501,-0.35551,0.67798,1,3,0.39786,0.4764,1,2,-1.0494,0.77671,1
map00643,13,-1.1761,0.77438,1,1.1761,0.22562,0.5197,-2.1204,0.98429,1,2,-1.007,0.91188,1,11,-1.8758,0.93316,1
map04714,68,-2.0548,0.88363,1,2.0548,0.11637,0.48889,-5.9795,1,1,10,-2.1186,0.9989,1,58,-5.5948,1,1
map05152,19,-2.2636,0.96298,1,2.2636,0.037022,0.48889,-1.7045,0.97344,1,0,NA,NA,NA,19,-1.7045,0.90966,1
map00240,65,0.64203,0.12568,1,-0.64203,0.87432,0.96744,2.5247,0.042963,0.76586,35,2.1971,0.1818,1,30,1.3432,0.11385,0.97242
map00740,25,-0.30765,0.44113,1,0.30765,0.55887,0.74154,0.75183,0.37186,1,11,0.6319,0.58211,1,14,0.44456,0.35261,1
map00603,3,-0.54029,0.65565,1,0.54029,0.34435,0.59073,-0.58416,0.72385,1,2,-1.3819,0.96024,1,1,0.94257,0.22435,1
map00472,1,0.10528,0.42149,1,-0.10528,0.57851,0.75695,-1.3797,0.9068,1,1,-1.3797,0.9374,1,0,NA,NA,NA
map00640,72,-0.51973,0.44358,1,0.51973,0.55642,0.74154,1.0401,0.40119,1,36,0.66951,0.77621,1,36,0.80143,0.20667,1
map04978,5,-0.91026,0.73915,1,0.91026,0.26085,0.55703,-1.0814,0.86258,1,1,-1.126,0.90101,1,4,-0.64604,0.68487,1
map00790,48,1.1675,0.069083,0.97669,-1.1675,0.93092,0.99506,0.33686,0.60941,1,29,0.48075,0.78664,1,19,-0.058513,0.48683,1
map04611,7,-0.72731,0.67803,1,0.72731,0.32197,0.57711,-1.7074,0.9481,1,1,-0.63979,0.7927,1,6,-1.583,0.89753,1
map05146,7,-0.55045,0.62099,1,0.55045,0.37901,0.60639,0.054408,0.55146,1,2,0.5697,0.3692,1,5,-0.29593,0.59245,1
map04744,2,-0.45493,0.58063,1,0.45493,0.41937,0.63448,-1.2019,0.8621,1,0,NA,NA,NA,2,-1.2019,0.81179,1
map05012,93,-2.4266,0.91977,1,2.4266,0.080225,0.48889,-5.3254,1,1,14,-0.77417,0.95579,1,79,-5.4522,0.99998,1
map01110,582,-2.052,0.53466,1,2.052,0.46534,0.67655,2.8218,0.22988,1,263,2.7447,0.89441,1,319,1.3193,0.084141,0.77626
map00250,49,0.16126,0.25798,1,-0.16126,0.74202,0.90008,1.9046,0.11375,1,24,1.9068,0.22171,1,25,0.79823,0.23626,1
map04011,64,-3.6767,0.99461,1,3.6767,0.0053908,0.22011,-2.2132,0.99421,1,5,-0.23703,0.78166,1,59,-2.236,0.9504,1
map05163,13,-1.7844,0.9054,1,1.7844,0.094601,0.48889,-1.4946,0.94369,1,0,NA,NA,NA,13,-1.4946,0.86756,1
map04111,119,-4.3612,0.99858,1,4.3612,0.0014165,0.072594,-4.0015,1,1,12,-0.29857,0.88055,1,107,-4.1199,0.99957,1
map05222,2,-0.52111,0.60367,1,0.52111,0.39633,0.61828,-0.83227,0.7823,1,0,NA,NA,NA,2,-0.83227,0.72092,1
map05218,2,-0.97604,0.74887,1,0.97604,0.25113,0.55637,0.0052179,0.53112,1,0,NA,NA,NA,2,0.0052179,0.46348,1
map00770,32,-0.96777,0.64104,1,0.96777,0.35896,0.59834,2.091,0.08418,0.92495,15,0.9299,0.51031,1,17,1.9954,0.040107,0.52051
map04622,4,-0.5147,0.60689,1,0.5147,0.39311,0.61828,-1.7586,0.96648,1,0,NA,NA,NA,4,-1.7586,0.91753,1
map04724,9,-1.2614,0.82895,1,1.2614,0.17105,0.48889,0.64745,0.36513,1,1,1.848,0.05516,1,8,0.033346,0.45867,1
map01100,1813,-2.0426,0.061289,0.97669,2.0426,0.93871,0.99506,3.3345,0.60416,1,826,4.719,0.99307,1,987,0.20231,0.18811,1
map05020,93,-2.3945,0.91545,1,2.3945,0.084548,0.48889,-5.3379,1,1,14,-0.77004,0.95539,1,79,-5.4675,0.99998,1
map04726,7,-1.4082,0.85442,1,1.4082,0.14558,0.48889,-0.7658,0.79572,1,0,NA,NA,NA,7,-0.7658,0.68589,1
map00785,4,2.5092,0.0095898,0.32765,-2.5092,0.99041,1,1.2257,0.19193,1,3,2.2883,0.022343,0.87975,1,-1.512,0.90708,1
map04141,66,-3.3823,0.98659,1,3.3823,0.013415,0.30556,-2.8184,0.99922,1,6,-0.43911,0.85418,1,60,-2.8171,0.98476,1
map01522,5,-1.1378,0.79839,1,1.1378,0.20161,0.50711,-0.77165,0.7948,1,0,NA,NA,NA,5,-0.77165,0.72602,1
map04071,17,-1.6938,0.8964,1,1.6938,0.1036,0.48889,-1.6789,0.96101,1,1,0.56186,0.36336,1,16,-1.871,0.92333,1
map00360,48,0.65595,0.14918,1,-0.65595,0.85082,0.96061,-0.64113,0.87929,1,28,-0.75105,0.98733,1,20,-0.10459,0.49756,1
map04320,3,-1.0941,0.81086,1,1.0941,0.18914,0.49393,-0.15214,0.57832,1,0,NA,NA,NA,3,-0.15214,0.5448,1
map00364,3,1.8877,0.044025,0.85954,-1.8877,0.95597,1,1.0166,0.19062,1,3,1.0166,0.24294,1,0,NA,NA,NA
map03460,18,-1.3386,0.83166,1,1.3386,0.16834,0.48889,-1.5743,0.96064,1,4,-0.64413,0.87733,1,14,-1.4408,0.88446,1
map04139,25,-2.5712,0.96147,1,2.5712,0.038535,0.48889,-0.98461,0.88072,1,2,-0.044041,0.62645,1,23,-1.0135,0.77669,1
map00380,28,1.5132,0.036854,0.82779,-1.5132,0.96315,1,-0.44891,0.78228,1,15,1.0805,0.4441,1,13,-1.8195,0.91494,1
map04666,19,-1.5874,0.87828,1,1.5874,0.12172,0.48889,-1.4297,0.95345,1,3,-0.7787,0.87564,1,16,-1.2208,0.81949,1
map01230,188,-4.9162,0.99935,1,4.9162,0.00064994,0.043958,3.4386,0.016847,0.39259,72,0.45063,0.96021,1,116,4.0225,0.00034045,0.019211
map00330,57,-0.12163,0.3256,1,0.12163,0.6744,0.84044,1.0301,0.37833,1,25,1.6767,0.29156,1,32,-0.10726,0.49189,1
map00791,6,-0.53964,0.6047,1,0.53964,0.3953,0.61828,-0.22304,0.648,1,3,-0.89326,0.89823,1,3,0.57784,0.31413,1
map00660,14,1.6304,0.04038,0.82779,-1.6304,0.95962,1,1.2521,0.18484,1,11,0.53642,0.62249,1,3,1.6777,0.083298,0.77626
map04013,10,-0.31628,0.51997,1,0.31628,0.48003,0.67766,-1.1269,0.87409,1,2,0.90226,0.2452,1,8,-1.711,0.91076,1
map05143,4,0.19009,0.36773,1,-0.19009,0.63227,0.80201,0.065569,0.5713,1,2,0.24057,0.5072,1,2,-0.14784,0.5128,1
map02040,45,-8.9273,1,1,8.9273,1.83E-13,7.51E-11,9.9814,1.11E-16,4.55E-14,12,1.5729,0.21906,1,33,10.707,0,0
map00053,19,2.7105,0.0027759,0.14226,-2.7105,0.99722,1,-0.83566,0.8705,1,18,-0.65513,0.95093,1,1,-0.86307,0.78021,1
map00920,54,1.0267,0.072752,0.99427,-1.0267,0.92725,0.99506,0.96875,0.37743,1,33,0.33234,0.85701,1,21,1.1369,0.17079,1
map00332,2,0.26469,0.32924,1,-0.26469,0.67076,0.83845,-1.4763,0.90654,1,2,-1.4763,0.96816,1,0,NA,NA,NA
map04022,8,-1.2283,0.80678,1,1.2283,0.19322,0.49659,-1.5856,0.94263,1,0,NA,NA,NA,8,-1.5856,0.89274,1
map00072,7,-0.66541,0.65846,1,0.66541,0.34154,0.5888,0.66084,0.34973,1,3,0.24989,0.53718,1,4,0.6578,0.28033,1
map04520,7,-1.2756,0.82639,1,1.2756,0.17361,0.48889,-1.2261,0.88832,1,0,NA,NA,NA,7,-1.2261,0.79811,1
map05224,3,-1.0941,0.81086,1,1.0941,0.18914,0.49393,-0.15214,0.57832,1,0,NA,NA,NA,3,-0.15214,0.5448,1
map04659,5,-0.64869,0.66144,1,0.64869,0.33856,0.58818,-1.661,0.94464,1,1,-1.2681,0.92294,1,4,-1.223,0.82942,1
map04136,11,-0.95581,0.71832,1,0.95581,0.28168,0.5631,-0.6674,0.811,1,2,0.24012,0.5074,1,9,-0.85103,0.7278,1
map00520,89,-3.4874,0.99302,1,3.4874,0.006979,0.22011,2.2196,0.11586,1,38,-0.59782,0.9864,1,51,3.4481,0.0011353,0.032617
map05202,7,-1.1319,0.7924,1,1.1319,0.2076,0.51276,-1.4517,0.92064,1,0,NA,NA,NA,7,-1.4517,0.84297,1
map04142,22,-0.50004,0.50561,1,0.50004,0.49439,0.68249,-2.4871,0.9922,1,8,-1.4847,0.98452,1,14,-1.9954,0.95166,1
map00220,38,-1.557,0.82376,1,1.557,0.17624,0.48889,1.6277,0.17492,1,15,0.98391,0.48651,1,23,1.2977,0.11932,0.97242
map05213,4,-0.95044,0.74144,1,0.95044,0.25856,0.55637,-1.4316,0.93765,1,0,NA,NA,NA,4,-1.4316,0.86906,1
map05120,18,-1.5027,0.86702,1,1.5027,0.13298,0.48889,-1.3487,0.94007,1,3,-0.4948,0.80534,1,15,-1.2561,0.8202,1
map04624,5,0.86841,0.18815,1,-0.86841,0.81185,0.94501,-1.3518,0.90769,1,3,-0.16453,0.69863,1,2,-1.9358,0.93029,1
map00062,7,-0.73394,0.6801,1,0.73394,0.3199,0.57711,-1.822,0.95765,1,1,-0.83063,0.84156,1,6,-1.6288,0.90403,1
map00623,2,0.69067,0.20494,1,-0.69067,0.79506,0.93403,0.24046,0.45261,1,1,0.91367,0.24489,1,1,-0.5736,0.70109,1
map03060,37,-2.3116,0.93626,1,2.3116,0.063736,0.48889,0.49252,0.48188,1,9,0.87934,0.42559,1,28,0.067632,0.46837,1
map04020,10,-1.2226,0.80516,1,1.2226,0.19484,0.49659,-0.90498,0.82945,1,1,0.33786,0.44739,1,9,-1.0665,0.78074,1
map05414,2,-0.45907,0.58208,1,0.45907,0.41792,0.63448,-1.0338,0.82866,1,0,NA,NA,NA,2,-1.0338,0.77292,1
map04973,2,1.0836,0.11969,1,-1.0836,0.88031,0.96853,0.089082,0.50311,1,2,0.089082,0.57146,1,0,NA,NA,NA
map04913,2,-0.39703,0.56023,1,0.39703,0.43977,0.65328,-1.346,0.88698,1,0,NA,NA,NA,2,-1.346,0.8416,1
map04727,10,-0.39396,0.54756,1,0.39396,0.45244,0.66551,1.025,0.23125,1,3,1.5555,0.10522,1,7,0.20682,0.39873,1
map04658,4,-0.7896,0.69455,1,0.7896,0.30545,0.57711,-1.223,0.91093,1,0,NA,NA,NA,4,-1.223,0.82942,1
map00195,31,-2.3678,0.9467,1,2.3678,0.053303,0.48889,-2.0568,0.98315,1,14,-3.8454,1,1,17,0.71211,0.24208,1
map04932,31,-1.6146,0.83511,1,1.6146,0.16489,0.48889,-3.3404,0.99941,1,4,-1.0133,0.93836,1,27,-3.1893,0.99193,1
map00900,34,-2.5047,0.96493,1,2.5047,0.035066,0.48889,0.75042,0.41473,1,9,1.1196,0.32721,1,25,0.20336,0.4108,1
map05223,5,-1.2765,0.83016,1,1.2765,0.16984,0.48889,-0.54436,0.73433,1,0,NA,NA,NA,5,-0.54436,0.66476,1
map05167,13,-1.4113,0.83391,1,1.4113,0.16609,0.48889,-1.4467,0.93861,1,1,-0.031142,0.58924,1,12,-1.4967,0.88575,1
map05225,10,-0.28853,0.51008,1,0.28853,0.48992,0.67861,0.14551,0.51353,1,3,0.95374,0.26365,1,7,-0.45045,0.5964,1
map00983,17,0.44543,0.24506,1,-0.44543,0.75494,0.90711,0.96368,0.30504,1,9,1.1264,0.32458,1,8,0.21009,0.40105,1
map02010,311,0.042452,0.087688,1,-0.042452,0.91231,0.99049,7.1295,1.73E-07,2.37E-05,185,3.3008,0.44883,1,126,7.2014,1.60E-10,2.11E-08
map01051,1,-2.8308,0.99137,1,2.8308,0.0086254,0.2526,2.6014,0.014865,0.38091,0,NA,NA,NA,1,2.6014,0.015247,0.27375
map03050,38,-1.649,0.8441,1,1.649,0.1559,0.48889,-2.9201,0.99902,1,6,-0.46116,0.85943,1,32,-2.9824,0.99068,1
map00903,4,0.85978,0.17967,1,-0.85978,0.82033,0.94501,-1.2489,0.91465,1,4,-1.2489,0.96274,1,0,NA,NA,NA
map00965,1,-0.24565,0.54388,1,0.24565,0.45612,0.66551,-0.86307,0.80725,1,0,NA,NA,NA,1,-0.86307,0.78021,1
map01120,509,-0.70541,0.1586,1,0.70541,0.8414,0.9556,2.9124,0.16419,1,256,1.7271,0.9884,1,253,2.3936,0.012103,0.22766
map00950,9,-0.29634,0.52098,1,0.29634,0.47902,0.67766,1.3768,0.15587,1,3,1.9744,0.046083,1,6,0.29008,0.3988,1
map04150,25,-1.8412,0.87494,1,1.8412,0.12506,0.48889,-3.1108,0.99874,1,1,-0.45007,0.73626,1,24,-3.0831,0.99138,1
map04010,15,-1.4936,0.85461,1,1.4936,0.14539,0.48889,-1.1449,0.89732,1,2,-0.26664,0.71245,1,13,-1.1252,0.79469,1
map05418,12,-0.048964,0.3984,1,0.048964,0.6016,0.77321,-1.3383,0.92776,1,4,0.15802,0.63203,1,8,-1.7509,0.91598,1
map05211,8,-0.73617,0.66565,1,0.73617,0.33435,0.58818,-1.2102,0.8942,1,2,-0.55668,0.80806,1,6,-1.076,0.80373,1
map00040,35,3.305,0.00031267,0.021366,-3.305,0.99969,1,0.82316,0.4141,1,25,1.637,0.30645,1,10,-1.0484,0.77193,1
map00430,14,0.74563,0.17202,1,-0.74563,0.82798,0.94846,-1.6363,0.9533,1,8,-0.42608,0.86371,1,6,-2.0075,0.94662,1
map04924,4,-0.75158,0.68294,1,0.75158,0.31706,0.57711,-1.405,0.93464,1,0,NA,NA,NA,4,-1.405,0.8644,1
map04140,23,-2.116,0.93008,1,2.116,0.069915,0.48889,-0.98673,0.90452,1,2,0.24012,0.5074,1,21,-1.1068,0.80871,1
map00720,58,0.32256,0.22469,1,-0.32256,0.77531,0.91607,2.5867,0.047545,0.77973,36,0.73009,0.75688,1,22,3.266,0.0039959,0.09865